zuordnung;Name;Vorname;Titel;Land;Zeit am Institut ;Abteilung;Auswahl 1950–1990;"""Ostblock"" inkl. China & Nordkorea";Förderer;Förderer extern;Herkunftsinstitut (bei letztem Aufenthalt am IEG);Forschungsthema;Beschreibung;Publikation;Betreuer/in oder nur Gutachter/in;Institution Betreuer/in;Ort Institution Betreuer/in;Staat Institution Betreuer/in;Staatsangehörigkeit Betreuer/in;Spalte2
Fellow;Foret;Françoise;;Frankreich;1970;2;1;;Institut;;Université Paris-Sorbonne, Frankreich;Die SPD auf dem Wege zum Godesberger Programm;kein Gutachten vorhanden;;kein Gutachter;;;;;
Fellow;Forsberg;Juhani;;Finnland;1977, 1978, 1979, 1980, 1981, 1982;1;1;;Institut;;Helsingin yliopisto, Helsinki, Finnland;Das Abrahambild in der Theologie Luthers;Forsberg arbeitete als Pastor und Assistent, arbeitete an Lizentiatenexamen;"{""weiteres52d3fad54201f"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=031077536 | Das Abrahambild in der Theologie Luthers. Pater fidei sanctissimus, Wiesbaden 1985 (IEGV 117) | _new>>\r\n""}}";B;Helsingin yliopisto;Helsinki ;Finnland ;;
Fellow;Förster;Stig;;Bundesrepublik Deutschland;1980;2;1;;Institut;;German Historical Institute London, Vereinigtes Königreich;Die deutsche Heeresrüstung im Kaiserreich 1890–1913;;"{""weiteres52d3fad547cd2"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=004149114 | Der doppelte Militarismus. Die deutsche Heeresr\u00fcstungspolitik zwischen Status-quo-Sicherung und Aggression 1890\u20131913, Stuttgart 1985 (IEGV 118) | _new>>\r\n""}}";B;Heinrich-Heine-Universität;Düsseldorf;Bundesrepublik Deutschland;;
Fellow;Förster;Stig;;Bundesrepublik Deutschland;1981;2;1;;Institut;;German Historical Institute London, Vereinigtes Königreich;Die deutsche Heeresrüstung im Kaiserreich 1890–1913;;"{""weiteres52d3fad547cd2"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=004149114 | Der doppelte Militarismus. Die deutsche Heeresr\u00fcstungspolitik zwischen Status-quo-Sicherung und Aggression 1890\u20131913, Stuttgart 1985 (IEGV 118) | _new>>\r\n""}}";B;Heinrich-Heine-Universität;Düsseldorf;Bundesrepublik Deutschland;;
Fellow;Förster;Stig;;Bundesrepublik Deutschland;1978;2;1;;Institut;;Heinrich-Heine-Universität Düsseldorf, Deutschland;Die deutsche Heeresrüstung im Kaiserreich 1890–1913;;"{""weiteres52d3fad547cd2"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=004149114 | Der doppelte Militarismus. Die deutsche Heeresr\u00fcstungspolitik zwischen Status-quo-Sicherung und Aggression 1890\u20131913, Stuttgart 1985 (IEGV 118) | _new>>\r\n""}}";B;Heinrich-Heine-Universität;Düsseldorf;Bundesrepublik Deutschland;;
Fellow;Förster;Stig;;Bundesrepublik Deutschland;1979;2;1;;Institut;;Heinrich-Heine-Universität Düsseldorf, Deutschland;Die deutsche Heeresrüstung im Kaiserreich 1890–1913;;"{""weiteres52d3fad547cd2"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=004149114 | Der doppelte Militarismus. Die deutsche Heeresr\u00fcstungspolitik zwischen Status-quo-Sicherung und Aggression 1890\u20131913, Stuttgart 1985 (IEGV 118) | _new>>\r\n""}}";B;Heinrich-Heine-Universität;Düsseldorf;Bundesrepublik Deutschland;;
Fellow;Foster;Elliott Orman;;USA;1966, 1967;1;1;;Institut;;;Thomas Müntzer;;"{""weiteres52d3fad3e0e9b"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=276656539 | Social comment and social reform literature in Germany, 1520\u20131526, Ph.D. Thesis Duke Univ., Durham 1971 | _new>>\r\n""}}";B;Duke University;Durham, North Carolina;USA;;
Fellow;Franke;Thomas;;Bundesrepublik Deutschland;1985, 1986;1;1;;Institut;;Universität Würzburg, Deutschland;Reich Gottes und Trinität. Zur trinitarischen Reich-Gottes-Theologie bei Hermann Schell;;"{""weiteres52d3fad659066"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=012076406 | Leben aus Gottes F\u00fclle. Zur trinitarischen Reich-Gottes-Theologie Hermann Schells, W\u00fcrzburg 1990 (Studien zur Kirchengeschichte der neuesten Zeit 3) | _new>>\r\n""}}";B;Julius-Maximilians-Universität;Würzburg;Bundesrepublik Deutschland;;
Fellow;Freedman;Joseph S.;;USA;1972, 1973, 1974, 1975, 1976;1;1;;Institut;;University of Wisconsin–Madison, USA;Clemens Timpler (1567–1625), Leben und Werk;;"{""weiteres52d3fad46330f"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=011112123 | European Academic Philosophy in the Late Sixteenth and Early Seventeenth Centuries. The Life, Significance, and Philsophy of Clemens Timpler (1563\/4\u20131646), 2 Bde., Hildesheim 1988 (Studien und Materialien zur Geschichte der Philosophie 27,1\/2) | _new>>\r\n""}}";B;University of Wisconsin–Madison;Madison, Wisconsin;USA;;
Fellow;Friedemann;Peter;;Bundesrepublik Deutschland;1968;2;1;;Institut;;Ruprecht-Karls-Universität Heidelberg, Deutschland;Das politische Denken von Mably;;"{""weiteres14560d46c16cbd5d"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/481567143 | Das Problem der Einheit im politischen Denken Mablys : ein Beitrag zur Genese des Konstitutionalismus, phil. Diss. Heidelberg 1968 | _new>>""}}";B;Ruprecht-Karls-Universität;Heidelberg;Bundesrepublik Deutschland;;
Fellow;Friedemann;Peter;;Bundesrepublik Deutschland;1969;2;1;;Institut;;Ruprecht-Karls-Universität Heidelberg, Deutschland;Das politische Denken von Mably;;"{""weiteres14560d46c16cbd5d"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/481567143 | Das Problem der Einheit im politischen Denken Mablys : ein Beitrag zur Genese des Konstitutionalismus, phil. Diss. Heidelberg 1968 | _new>>""}}";B;Ruprecht-Karls-Universität;Heidelberg;Bundesrepublik Deutschland;;
Fellow;Friedemann;Peter;;Bundesrepublik Deutschland;1970;2;1;;Institut;;Ruprecht-Karls-Universität Heidelberg, Deutschland;Das politische Denken von Mably;;"{""weiteres14560d46c16cbd5d"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/481567143 | Das Problem der Einheit im politischen Denken Mablys : ein Beitrag zur Genese des Konstitutionalismus, phil. Diss. Heidelberg 1968 | _new>>""}}";B;Ruprecht-Karls-Universität;Heidelberg;Bundesrepublik Deutschland;;
Fellow;Friedrich;Reinhold;;Bundesrepublik Deutschland;1988, 1989;1;1;;Institut;;Université de Strasbourg, Frankreich;Martin Bucer – Schlüsselfigur in der Abendmahlskontroverse;;"{""weiteres52d3fad6ec7dd"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=108052494 | Martin Bucer\u00a0\u2013 \u00bbFanatiker der Einheit\u00ab? Seine Stellungnahme zu theologischen Fragen seiner Zeit (Abendmahls- und Kirchenverst\u00e4ndnis) insbesondere nach seinem Briefwechsel der Jahre 1524\u20131541, Bonn 2002 (Biblia et Symbiotica 20) | _new>>\r\n""}}";B;Université de Strasbourg;Strasbourg;Frankreich;;
Fellow;Friesen;Abraham;;Kanada;1965, 1966, 1967;1;1;;Institut;;Stanford University, USA;Reformation and Utopia.;Professor, für Vorlesung am IEG;"{""weiteres52d3fad3d817f"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=027359778 | Reformation and Utopia. The Marxist Interpretation of the Reformation and Its Antecedents, Wiesbaden 1971 (IEGV 71) | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Frohmann;Lawrence Steele;;USA;1986;2;1;;Institut;;University of California, Berkeley, USA;Die Geschichtsphilosophie des deutschen Historismus und die liberale Öffentlichkeit von Dilthey bis Adorno;;"{""weiteres52d3fad65833d"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=208307656 | From Idealism to Phenomenology. Politics and the Philosophy of History in the Work of Wilhelm Dilthey, Ann Arbor 1993 | _new>>\r\n""}}";B;University of California;Berkeley, California;USA;;
Fellow;Frohmann;Lawrence Steele;;USA;1985;2;1;;Institut;;University of California, Berkeley, USA;Die Geschichtsphilosophie des deutschen Historismus und die liberale Öffentlichkeit von Dilthey bis Adorno;;"{""weiteres52d3fad65833d"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=208307656 | From Idealism to Phenomenology. Politics and the Philosophy of History in the Work of Wilhelm Dilthey, Ann Arbor 1993 | _new>>\r\n""}}";B;University of California;Berkeley, California;USA;;
Fellow;Fuhrmann;Rosi;;Bundesrepublik Deutschland;1988, 1989, 1990, 1991, 1992;1;1;;Institut;;Universität Bern, Schweiz;Geistliche Gerichtsbarkeit im 15. und 16. Jahrhundert;;"{""weiteres52d3fad707c66"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=031599338 | Kirche und Dorf. Religi\u00f6se Bed\u00fcrfnisse und kirchliche Stiftung auf dem Lande vor der Reformation, Stuttgart 1995 (Quellen und Forschungen zur Agrargeschichte 40) | _new>>\r\n""}}";B;Universität Bern;Bern;Schweiz;;
Fellow;Gadegaard;Anders;;Dänemark;1977;1;1;;Institut;;Křbenhavns Universitet, Dänemark;Die Beziehung zwischen Ontologie und Christologie in der Theologie Paul Tillichs und K. E. Lögstrups;Akte im Ordner 1219;"{""weiteres52d3facf78a82"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/rex.kb.dk\/primo-explore\/fulldisplay?docid=KGL01007844900&context=L&vid=NUI&search_scope=KGL&tab=default_tab&lang=da_DK | Forholdet mellem ontologi og kristologi i Paul Tillich's og K.E. L\u00f8gstrup's teologi. Diss. K\u00f8benhavn 1977 | _new>>\r\n""}}";G;;;;;
Fellow;Gall;Lothar;;Bundesrepublik Deutschland;1960;2;1;;Institut;;Universität zu Köln, Deutschland;Benjamin Constant und der deutsche Vormärz;Postdoc-Aufenthalt bei Antritt bereits promoviert;"{""weiteres52d3fad350955"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=028899857 | Benjamin Constant. Seine politische Ideenwelt und der deutsche Vorm\u00e4rz, Wiesbaden 1963 (IEGV 30) | _new>>\r\n""}}";B;Ludwig-Maximilians-Universität;München;Bundesrepublik Deutschland;;
Fellow;Gall;Lothar;;Bundesrepublik Deutschland;1961;2;1;;Institut;;Universität zu Köln, Deutschland;Benjamin Constant und der deutsche Vormärz;Postdoc-Aufenthalt bei Antritt bereits promoviert;"{""weiteres52d3fad350955"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=028899857 | Benjamin Constant. Seine politische Ideenwelt und der deutsche Vorm\u00e4rz, Wiesbaden 1963 (IEGV 30) | _new>>\r\n""}}";B;Ludwig-Maximilians-Universität;München;Bundesrepublik Deutschland;;
Fellow;Gall;Lothar;;Bundesrepublik Deutschland;1962;2;1;;Institut;;Universität zu Köln, Deutschland;Benjamin Constant und der deutsche Vormärz;Postdoc-Aufenthalt bei Antritt bereits promoviert;"{""weiteres52d3fad350955"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=028899857 | Benjamin Constant. Seine politische Ideenwelt und der deutsche Vorm\u00e4rz, Wiesbaden 1963 (IEGV 30) | _new>>\r\n""}}";B;Ludwig-Maximilians-Universität;München;Bundesrepublik Deutschland;;
Fellow;Ganoczy;Alexandre;;Ungarn;1963, 1964, 1965;1;1;1;Institut;;Institut Catholique, Paris, Frankreich;Le jeune Calvin;Festakt;"{""weiteres52d3fad3803fc"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=101180292 | Le jeune Calvin. Gen\u00e8se et \u00e9volution de sa vocation r\u00e9formatrice, Wiesbaden 1966 (IEGV 40) | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Gänssler;Hans Joachim;;Bundesrepublik Deutschland;1970, 1971, 1972, 1973;1;1;;Institut;;Ludwig-Maximilians-Universität München, Deutschland;Die Zwei-Reiche-Lehre Luthers;;"{""weiteres52d3fad440f7c"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=031377750 | Evangelium und weltliches Schwert. Hintergrund, Entstehungsgeschichte und Anla\u00df von Luthers Scheidung zweier Reiche oder Regimente, Wiesbaden 1983 (IEGV 109) | _new>>\r\n""}}";B;Ludwig-Maximilians-Universität;München;Bundesrepublik Deutschland;;
Fellow;Gatz;Karen L.;;USA;1986;2;1;;Institut;;Indiana University, USA;Ostpreußen und sudetendeutsche Vertriebene in Westdeutschland 1945–1960;;"{""weiteres52d3fad69ad11"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=177422971 | East-Prussian and Sudeten German expellees in West Germany, 1945\u20131960: a comparison of their social and cultural integration, Ph.D. Thesis Indiana Univ., Bloomington 1989 | _new>>\r\n""}}";B;Indiana University-Bloomington;Bloomington, Indiana;USA;;
Fellow;Gatz;Karen L.;;USA;1987;2;1;;Institut;;Indiana University, USA;Ostpreußen und sudetendeutsche Vertriebene in Westdeutschland 1945–1960;;"{""weiteres52d3fad69ad11"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=177422971 | East-Prussian and Sudeten German expellees in West Germany, 1945\u20131960: a comparison of their social and cultural integration, Ph.D. Thesis Indiana Univ., Bloomington 1989 | _new>>\r\n""}}";B;Indiana University-Bloomington;Bloomington, Indiana;USA;;
Fellow;Georgedes;Kimberly;;USA;1989, 1991;1;1;;Institut;;University of Wisconsin–Madison, USA;Die Problematik des »Willens« im 14. Jahrhundert;;"{""weiteres52d3fad70a56c"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=273263501 | The serpent in the tree of knowledge: enjoyment and use in fourteenth-century theology, Ann Arbor 1995 | _new>>\r\n""}}";B;University of Wisconsin–Madison;Madison, Wisconsin;USA;;
Fellow;Georgopoulou-Nikolakakou;Nikolitsa;;Griechenland;1977;1;1;;Institut;;National and Kapodistrian University of Athens, Griechenland;Die Sicht vom Verhältnis der Geschlechter in der Reformationszeit;Postdoc-Aufenthalt;"{""weiteres14ed9fc93baa7a3a"":{""titel"":""Publikationen"",""text"":""<a href=\""http:\/\/viaf.org\/viaf\/22550192\/\"" target=\""_new\"">VIAF-Link<\/a>""}}";kein Gutachter;;;;;
Fellow;Gerest OP;Claude;;Frankreich;1956, 1957;1;1;;Institut;;Université de Lyon, Frankreich;Tugend der Heiden in Luthers Römerbriefkommentar;"Akte im Ordner 1221 vorhanden; kein Gutachter oder Betreuer angegeben";;;;;;;
Fellow;Gergely;András;;Ungarn;1971;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Graf Széchenyi und der ungarische Liberalismus im Vormärz;Nicht ersichtlich, wer Betreuer der Arbeit war, Empfohlen von Prof. Ranki, kein Gutachten vorhanden;"{""weiteres52d3fad44abf7"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/nektar.oszk.hu\/en\/manifestation\/1265364 | Sz\u00e9chenyi esmerendszer\u00e9nek kialakul\u00e1sa, Budapest 1972 (\u00c9rtekez\u00e9sek a t\u00f6rteneti tudom\u00e1nyok k\u00f6r\u00e9b\u0151l. \u00daj sor ; 62) | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Gergely;András;;Ungarn;1986;2;1;1;Extern;1986 Alexander von Humboldt-Stiftung;Hungarian Academy of Sciences Budapest, Ungarn;Die Rekonstruktion politischer Beziehungen und Kombinationen und der Neugestaltungsplan in Süd-Ost-Europa im Jahre 1848;Nicht ersichtlich, wer Betreuer der Arbeit war, Empfohlen von Prof. Ranki, kein Gutachten vorhanden;"{""weiteres52d3fad44abf7"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/nektar.oszk.hu\/en\/manifestation\/1265364 | Sz\u00e9chenyi esmerendszer\u00e9nek kialakul\u00e1sa, Budapest 1972 (\u00c9rtekez\u00e9sek a t\u00f6rteneti tudom\u00e1nyok k\u00f6r\u00e9b\u0151l. \u00daj sor ; 62) | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Gessner;Dieter;;Bundesrepublik Deutschland;1969;2;1;;Institut;;Universität zu Köln, Deutschland;Die Grüne Front und das Ende der Weimarer Republik;;"{""weiteres52d3fad428497"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=032413572 | Agrarverb\u00e4nde in der Weimarer Republik. Wirtschaftliche und soziale Voraussetzungen agrarkonservativer Politik vor 1933, D\u00fcsseldorf 1976 | _new>>\r\n""}}";B;Universität zu Köln;Köln;Bundesrepublik Deutschland;;
Fellow;Gessner;Dieter;;Bundesrepublik Deutschland;1970;2;1;;Institut;;Universität zu Köln, Deutschland;Die Grüne Front und das Ende der Weimarer Republik;;"{""weiteres52d3fad428497"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=032413572 | Agrarverb\u00e4nde in der Weimarer Republik. Wirtschaftliche und soziale Voraussetzungen agrarkonservativer Politik vor 1933, D\u00fcsseldorf 1976 | _new>>\r\n""}}";B;Universität zu Köln;Köln;Bundesrepublik Deutschland;;
Fellow;Geyer;Michael;Prof. Dr. ;Bundesrepublik Deutschland;1976;2;1;;SRF;;University of Chicago, USA;Aufrüstung oder Sicherheit. Die Reichswehr in der Krise der Machtpolitik 1924–1936;Postdoc-Aufenthalt ;;B;Universität zu Köln;Köln;Bundesrepublik Deutschland;;
Fellow;Ghiselli;Anja;;Finnland;1987, 1988, 1989, 1990;1;1;;Institut;;Helsingin yliopisto, Helsinki, Finnland;Kreuzestheologie bei Bernhard von Clairvaux;;"{""weiteres14563f8759321c4b"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/58157171\/ | VIAF-Link | _new>>""}}";B;"Universität Helsinki; Universität Helsinki";"Helsinki;  Helsinki";"Finnland; Finnland";;
Fellow;Gilg;Peter;;Schweiz;1954, 1955;2;1;1;Extern;Institut und Schweizerischer Nationalfonds;Universität Bern, Schweiz;Das demokratische Denken im wilhelminischen Deutschland;Bei Antritt bereits promoviert, kein Gutachten vorhanden;"{""weiteres52d3fad31ae73"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=030354862 | Die Erneuerung des demokratischen Denkens im Wilhelminischen Deutschland. Eine ideengeschichtliche Studie zur Wende vom 19. zum 20. Jahrhundert, Wiesbaden 1965 (IEGV 37) | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Gillingham;John;;USA;1973, 1974;2;1;;Institut;;University of California, Berkeley, USA;"Die nationalsozialistische Neuordnung und Belgien im Zweiten Weltkrieg;
Der Kohlebergbau im Dritten Reich";;"{""weiteres52d3fad486431"":{""titel"":""Publikationen"",""text"":""- Belgian Business in the Nazi New Order, Ghent 1977\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=004173589 | Industry and Politics in the Third Reich. Ruhr Coal, Hitler and Europe, Stuttgart 1985 (IEGB 20) | _new>>\r\n""}}";B;University of California;Berkeley, California;USA;;
Fellow;Gillingham;John;;USA;1981;2;1;;Extern;1981 Volkswagen-Stiftung;University of Missouri, Saint-Louis, USA;"Die nationalsozialistische Neuordnung und Belgien im Zweiten Weltkrieg;
Der Kohlebergbau im Dritten Reich";;"{""weiteres52d3fad486431"":{""titel"":""Publikationen"",""text"":""- Belgian Business in the Nazi New Order, Ghent 1977\r\n- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=004173589 | Industry and Politics in the Third Reich. Ruhr Coal, Hitler and Europe, Stuttgart 1985 (IEGB 20) | _new>>\r\n""}}";B;University of California;Berkeley, California;USA;;
Fellow;Glatz;Ferenc;;Ungarn;1972;2;1;1;Extern;1972 Institut, 1983 DAAD;Hungarian Academy of Sciences Budapest, Ungarn;Der Einfluss der deutschen Geschichtswissenschaft im 19. und 20. Jahrhundert auf Ungarn;Keine Information zu Betreuer gefunden;"{""weiteres1455eda3159dc09a"":{""titel"":""Publikationen"",""text"":""<<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=glatz+ferenc | Zu den Publikationen im OPAC des IEG | _new>>""}}";G;Ungarische Akademie der Wissenschaften;Budapest;Ungarn;;
Fellow;Glatz;Ferenc;;Ungarn;1983;2;1;1;Extern;1972 Institut, 1983 DAAD;Hungarian Academy of Sciences Budapest, Ungarn;Der Einfluss der deutschen Geschichtswissenschaft im 19. und 20. Jahrhundert auf Ungarn;Bei Antritt bereits promoviert;"{""weiteres1455eda3159dc09a"":{""titel"":""Publikationen"",""text"":""<<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=glatz+ferenc | Zu den Publikationen im OPAC des IEG | _new>>""}}";kein Gutachter;;;;;
Fellow;Gödde-Baumanns;Beate;;Bundesrepublik Deutschland;1962;2;1;;Institut;;Ludwig-Maximilians-Universität München, Deutschland;Die französische Geschichtsschreibung 1871–1914 über die neuere deutsche Geschichte;;"{""weiteres52d3facf047b9"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=051842211 | Deutsche Geschichte in franz\u00f6sischer Sicht. Die franz\u00f6sische Historiographie von 1871 bis 1918 \u00fcber die Geschichte Deutschlands und die deutsch-franz\u00f6sischen Beziehungen in der Neuzeit, Wiesbaden 1971 (IEGV 49) | _new>>\r\n""}}";B;Ludwig-Maximilians-Universität;München;Bundesrepublik Deutschland;;
